,,"Living common law - Separated","Total - Age","..","23527.2.6.1","440"
,,,"15 to 19 years","..","23527.2.6.2","0"
,,,"20 to 24 years","..","23527.2.6.3","0"
,,,"25 to 29 years","..","23527.2.6.4","5"
,,,"30 to 34 years","..","23527.2.6.5","10"
,,,"35 to 39 years","..","23527.2.6.6","40"
,,,"40 to 44 years","..","23527.2.6.7","55"
,,,"45 to 49 years","..","23527.2.6.8","55"
,,,"50 to 54 years","..","23527.2.6.9","60"
,,,"55 to 59 years","..","23527.2.6.10","65"
,,,"60 to 64 years","..","23527.2.6.11","55"
,,,"65 to 69 years","..","23527.2.6.12","40"
,,,"70 to 74 years","..","23527.2.6.13","35"
,,,"75 to 79 years","..","23527.2.6.14","10"
,,,"80 to 84 years","..","23527.2.6.15","10"
,,,"85 years and over","..","23527.2.6.16","5"
,,"Living common law - Divorced","Total - Age","..","23527.2.7.1","1,630"
,,,"15 to 19 years","..","23527.2.7.2","0"
,,,"20 to 24 years","..","23527.2.7.3","0"
,,,"25 to 29 years","..","23527.2.7.4","5"
,,,"30 to 34 years","..","23527.2.7.5","35"
,,,"35 to 39 years","..","23527.2.7.6","80"
,,,"40 to 44 years","..","23527.2.7.7","95"
,,,"45 to 49 years","..","23527.2.7.8","135"
,,,"50 to 54 years","..","23527.2.7.9","170"
,,,"55 to 59 years","..","23527.2.7.10","285"
,,,"60 to 64 years","..","23527.2.7.11","295"
,,,"65 to 69 years","..","23527.2.7.12","240"
,,,"70 to 74 years","..","23527.2.7.13","175"
,,,"75 to 79 years","..","23527.2.7.14","80"
,,,"80 to 84 years","..","23527.2.7.15","40"
,,,"85 years and over","..","23527.2.7.16","10"
,,"Living common law - Widowed","Total - Age","..","23527.2.8.1","225"
,,,"15 to 19 years","..","23527.2.8.2","0"
,,,"20 to 24 years","..","23527.2.8.3","0"
,,,"25 to 29 years","..","23527.2.8.4","0"
,,,"30 to 34 years","..","23527.2.8.5","0"
,,,"35 to 39 years","..","23527.2.8.6","0"
,,,"40 to 44 years","..","23527.2.8.7","0"
,,,"45 to 49 years","..","23527.2.8.8","5"
,,,"50 to 54 years","..","23527.2.8.9","0"
,,,"55 to 59 years","..","23527.2.8.10","15"
,,,"60 to 64 years","..","23527.2.8.11","30"
,,,"65 to 69 years","..","23527.2.8.12","35"
,,,"70 to 74 years","..","23527.2.8.13","40"
,,,"75 to 79 years","..","23527.2.8.14","50"
,,,"80 to 84 years","..","23527.2.8.15","30"
,,,"85 years and over","..","23527.2.8.16","20"
,,"Not married and not living common-law","Total - Age","..","23527.2.9.1","24,290"
,,,"15 to 19 years","..","23527.2.9.2","3,620"
,,,"20 to 24 years","..","23527.2.9.3","3,820"
,,,"25 to 29 years","..","23527.2.9.4","2,775"
,,,"30 to 34 years","..","23527.2.9.5","1,750"
,,,"35 to 39 years","..","23527.2.9.6","1,335"
,,,"40 to 44 years","..","23527.2.9.7","1,090"
,,,"45 to 49 years","..","23527.2.9.8","1,110"
,,,"50 to 54 years","..","23527.2.9.9","1,230"
,,,"55 to 59 years","..","23527.2.9.10","1,595"
,,,"60 to 64 years","..","23527.2.9.11","1,580"
,,,"65 to 69 years","..","23527.2.9.12","1,335"
,,,"70 to 74 years","..","23527.2.9.13","1,080"
,,,"75 to 79 years","..","23527.2.9.14","700"
,,,"80 to 84 years","..","23527.2.9.15","540"
,,,"85 years and over","..","23527.2.9.16","715"
,,"Not married and not living common law - Never married","Total - Age","..","23527.2.10.1","17,205"
,,,"15 to 19 years","..","23527.2.10.2","3,620"
,,,"20 to 24 years","..","23527.2.10.3","3,820"
,,,"25 to 29 years","..","23527.2.10.4","2,740"
,,,"30 to 34 years","..","23527.2.10.5","1,650"
,,,"35 to 39 years","..","23527.2.10.6","1,125"
,,,"40 to 44 years","..","23527.2.10.7","750"
,,,"45 to 49 years","..","23527.2.10.8","635"
,,,"50 to 54 years","..","23527.2.10.9","615"
,,,"55 to 59 years","..","23527.2.10.10","710"
,,,"60 to 64 years","..","23527.2.10.11","645"
,,,"65 to 69 years","..","23527.2.10.12","400"
,,,"70 to 74 years","..","23527.2.10.13","250"
,,,"75 to 79 years","..","23527.2.10.14","100"
,,,"80 to 84 years","..","23527.2.10.15","90"
,,,"85 years and over","..","23527.2.10.16","50"
,,"Not married and not living common law - Separated","Total - Age","..","23527.2.11.1","1,685"
,,,"15 to 19 years","..","23527.2.11.2","0"
,,,"20 to 24 years","..","23527.2.11.3","0"
,,,"25 to 29 years","..","23527.2.11.4","25"
,,,"30 to 34 years","..","23527.2.11.5","55"
,,,"35 to 39 years","..","23527.2.11.6","105"
,,,"40 to 44 years","..","23527.2.11.7","180"
,,,"45 to 49 years","..","23527.2.11.8","195"
,,,"50 to 54 years","..","23527.2.11.9","225"
,,,"55 to 59 years","..","23527.2.11.10","265"
,,,"60 to 64 years","..","23527.2.11.11","220"
,,,"65 to 69 years","..","23527.2.11.12","190"
,,,"70 to 74 years","..","23527.2.11.13","115"
,,,"75 to 79 years","..","23527.2.11.14","65"
,,,"80 to 84 years","..","23527.2.11.15","30"
,,,"85 years and over","..","23527.2.11.16","15"
,,"Not married and not living common law - Divorced","Total - Age","..","23527.2.12.1","3,435"
,,,"15 to 19 years","..","23527.2.12.2","0"
,,,"20 to 24 years","..","23527.2.12.3","0"
,,,"25 to 29 years","..","23527.2.12.4","10"
,,,"30 to 34 years","..","23527.2.12.5","40"
,,,"35 to 39 years","..","23527.2.12.6","105"
,,,"40 to 44 years","..","23527.2.12.7","155"
,,,"45 to 49 years","..","23527.2.12.8","265"
,,,"50 to 54 years","..","23527.2.12.9","360"
,,,"55 to 59 years","..","23527.2.12.10","530"
,,,"60 to 64 years","..","23527.2.12.11","570"
,,,"65 to 69 years","..","23527.2.12.12","565"
,,,"70 to 74 years","..","23527.2.12.13","410"
,,,"75 to 79 years","..","23527.2.12.14","245"
,,,"80 to 84 years","..","23527.2.12.15","115"
,,,"85 years and over","..","23527.2.12.16","70"
,,"Not married and not living common law - Widowed","Total - Age","..","23527.2.13.1","1,965"
,,,"15 to 19 years","..","23527.2.13.2","0"
,,,"20 to 24 years","..","23527.2.13.3","0"
,,,"25 to 29 years","..","23527.2.13.4","5"
,,,"30 to 34 years","..","23527.2.13.5","5"
,,,"35 to 39 years","..","23527.2.13.6","5"
,,,"40 to 44 years","..","23527.2.13.7","10"
,,,"45 to 49 years","..","23527.2.13.8","15"
,,,"50 to 54 years","..","23527.2.13.9","30"
,,,"55 to 59 years","..","23527.2.13.10","95"
,,,"60 to 64 years","..","23527.2.13.11","145"
,,,"65 to 69 years","..","23527.2.13.12","175"
,,,"70 to 74 years","..","23527.2.13.13","310"
,,,"75 to 79 years","..","23527.2.13.14","295"
,,,"80 to 84 years","..","23527.2.13.15","300"
,,,"85 years and over","..","23527.2.13.16","580"
,"Women+ 5","Total - Marital status","Total - Age","..","23527.3.1.1","65,770"
,,,"15 to 19 years","..","23527.3.1.2","3,515"
,,,"20 to 24 years","..","23527.3.1.3","4,360"
,,,"25 to 29 years","..","23527.3.1.4","4,450"
,,,"30 to 34 years","..","23527.3.1.5","4,455"
,,,"35 to 39 years","..","23527.3.1.6","4,420"
,,,"40 to 44 years","..","23527.3.1.7","3,930"
,,,"45 to 49 years","..","23527.3.1.8","3,865"
,,,"50 to 54 years","..","23527.3.1.9","4,450"
,,,"55 to 59 years","..","23527.3.1.10","5,760"
,,,"60 to 64 years","..","23527.3.1.11","6,450"
,,,"65 to 69 years","..","23527.3.1.12","5,845"
,,,"70 to 74 years","..","23527.3.1.13","5,155"
,,,"75 to 79 years","..","23527.3.1.14","3,595"
,,,"80 to 84 years","..","23527.3.1.15","2,435"
,,,"85 years and over","..","23527.3.1.16","3,070"
,,"Married or living common-law","Total - Age","..","23527.3.2.1","36,560"
,,,"15 to 19 years","..","23527.3.2.2","45"
,,,"20 to 24 years","..","23527.3.2.3","765"
,,,"25 to 29 years","..","23527.3.2.4","2,135"
,,,"30 to 34 years","..","23527.3.2.5","2,980"
,,,"35 to 39 years","..","23527.3.2.6","3,095"
,,,"40 to 44 years","..","23527.3.2.7","2,705"
,,,"45 to 49 years","..","23527.3.2.8","2,590"
,,,"50 to 54 years","..","23527.3.2.9","3,040"
,,,"55 to 59 years","..","23527.3.2.10","3,960"
,,,"60 to 64 years","..","23527.3.2.11","4,440"
,,,"65 to 69 years","..","23527.3.2.12","3,910"
,,,"70 to 74 years","..","23527.3.2.13","3,180"
,,,"75 to 79 years","..","23527.3.2.14","1,960"
,,,"80 to 84 years","..","23527.3.2.15","1,065"
,,,"85 years and over","..","23527.3.2.16","695"
,,"Married","Total - Age","..","23527.3.3.1","29,130"
,,,"15 to 19 years","..","23527.3.3.2","0"
,,,"20 to 24 years","..","23527.3.3.3","100"
,,,"25 to 29 years","..","23527.3.3.4","815"
,,,"30 to 34 years","..","23527.3.3.5","1,915"
,,,"35 to 39 years","..","23527.3.3.6","2,290"
,,,"40 to 44 years","..","23527.3.3.7","2,165"
,,,"45 to 49 years","..","23527.3.3.8","2,145"
,,,"50 to 54 years","..","23527.3.3.9","2,525"
,,,"55 to 59 years","..","23527.3.3.10","3,315"
,,,"60 to 64 years","..","23527.3.3.11","3,865"
,,,"65 to 69 years","..","23527.3.3.12","3,510"
,,,"70 to 74 years","..","23527.3.3.13","2,935"
,,,"75 to 79 years","..","23527.3.3.14","1,850"
,,,"80 to 84 years","..","23527.3.3.15","1,020"
,,,"85 years and over","..","23527.3.3.16","680"
,,"Living common-law","Total - Age","..","23527.3.4.1","7,430"
,,,"15 to 19 years","..","23527.3.4.2","45"
,,,"20 to 24 years","..","23527.3.4.3","665"
,,,"25 to 29 years","..","23527.3.4.4","1,320"
,,,"30 to 34 years","..","23527.3.4.5","1,070"
,,,"35 to 39 years","..","23527.3.4.6","805"
,,,"40 to 44 years","..","23527.3.4.7","540"
,,,"45 to 49 years","..","23527.3.4.8","445"
,,,"50 to 54 years","..","23527.3.4.9","520"
,,,"55 to 59 years","..","23527.3.4.10","640"
,,,"60 to 64 years","..","23527.3.4.11","580"
,,,"65 to 69 years","..","23527.3.4.12","405"
,,,"70 to 74 years","..","23527.3.4.13","245"
,,,"75 to 79 years","..","23527.3.4.14","110"
,,,"80 to 84 years","..","23527.3.4.15","50"
,,,"85 years and over","..","23527.3.4.16","10"
,,"Living common law - Never married","Total - Age","..","23527.3.5.1","5,045"
,,,"15 to 19 years","..","23527.3.5.2","45"
,,,"20 to 24 years","..","23527.3.5.3","660"
,,,"25 to 29 years","..","23527.3.5.4","1,295"
,,,"30 to 34 years","..","23527.3.5.5","1,005"
,,,"35 to 39 years","..","23527.3.5.6","650"
,,,"40 to 44 years","..","23527.3.5.7","340"
,,,"45 to 49 years","..","23527.3.5.8","235"
,,,"50 to 54 years","..","23527.3.5.9","240"
,,,"55 to 59 years","..","23527.3.5.10","235"
,,,"60 to 64 years","..","23527.3.5.11","155"
,,,"65 to 69 years","..","23527.3.5.12","100"
,,,"70 to 74 years","..","23527.3.5.13","50"
,,,"75 to 79 years","..","23527.3.5.14","20"
,,,"80 to 84 years","..","23527.3.5.15","5"
,,,"85 years and over","..","23527.3.5.16","0"
,,"Living common law - Separated","Total - Age","..","23527.3.6.1","420"
,,,"15 to 19 years","..","23527.3.6.2","0"
,,,"20 to 24 years","..","23527.3.6.3","0"
,,,"25 to 29 years","..","23527.3.6.4","15"
,,,"30 to 34 years","..","23527.3.6.5","25"
,,,"35 to 39 years","..","23527.3.6.6","55"
,,,"40 to 44 years","..","23527.3.6.7","60"
,,,"45 to 49 years","..","23527.3.6.8","55"
,,,"50 to 54 years","..","23527.3.6.9","55"
,,,"55 to 59 years","..","23527.3.6.10","55"
,,,"60 to 64 years","..","23527.3.6.11","50"
,,,"65 to 69 years","..","23527.3.6.12","30"
,,,"70 to 74 years","..","23527.3.6.13","15"
,,,"75 to 79 years","..","23527.3.6.14","5"
,,,"80 to 84 years","..","23527.3.6.15","0"
,,,"85 years and over","..","23527.3.6.16","0"
,,"Living common law - Divorced","Total - Age","..","23527.3.7.1","1,670"
,,,"15 to 19 years","..","23527.3.7.2","0"
,,,"20 to 24 years","..","23527.3.7.3","0"
,,,"25 to 29 years","..","23527.3.7.4","10"
,,,"30 to 34 years","..","23527.3.7.5","35"
,,,"35 to 39 years","..","23527.3.7.6","100"
,,,"40 to 44 years","..","23527.3.7.7","130"
,,,"45 to 49 years","..","23527.3.7.8","135"
,,,"50 to 54 years","..","23527.3.7.9","210"
,,,"55 to 59 years","..","23527.3.7.10","315"
,,,"60 to 64 years","..","23527.3.7.11","315"
,,,"65 to 69 years","..","23527.3.7.12","215"
,,,"70 to 74 years","..","23527.3.7.13","130"
,,,"75 to 79 years","..","23527.3.7.14","55"
,,,"80 to 84 years","..","23527.3.7.15","20"
,,,"85 years and over","..","23527.3.7.16","5"
,,"Living common law - Widowed","Total - Age","..","23527.3.8.1","300"
,,,"15 to 19 years","..","23527.3.8.2","0"
,,,"20 to 24 years","..","23527.3.8.3","0"
,,,"25 to 29 years","..","23527.3.8.4","0"
,,,"30 to 34 years","..","23527.3.8.5","5"
,,,"35 to 39 years","..","23527.3.8.6","0"
,,,"40 to 44 years","..","23527.3.8.7","0"
,,,"45 to 49 years","..","23527.3.8.8","15"
,,,"50 to 54 years","..","23527.3.8.9","10"
,,,"55 to 59 years","..","23527.3.8.10","35"
,,,"60 to 64 years","..","23527.3.8.11","55"
,,,"65 to 69 years","..","23527.3.8.12","60"
,,,"70 to 74 years","..","23527.3.8.13","55"
,,,"75 to 79 years","..","23527.3.8.14","30"
,,,"80 to 84 years","..","23527.3.8.15","20"
,,,"85 years and over","..","23527.3.8.16","5"
,,"Not married and not living common-law","Total - Age","..","23527.3.9.1","29,205"
,,,"15 to 19 years","..","23527.3.9.2","3,470"
,,,"20 to 24 years","..","23527.3.9.3","3,600"
,,,"25 to 29 years","..","23527.3.9.4","2,315"
,,,"30 to 34 years","..","23527.3.9.5","1,470"
,,,"35 to 39 years","..","23527.3.9.6","1,330"
,,,"40 to 44 years","..","23527.3.9.7","1,225"
,,,"45 to 49 years","..","23527.3.9.8","1,270"
,,,"50 to 54 years","..","23527.3.9.9","1,410"
,,,"55 to 59 years","..","23527.3.9.10","1,810"
,,,"60 to 64 years","..","23527.3.9.11","2,010"
,,,"65 to 69 years","..","23527.3.9.12","1,935"
,,,"70 to 74 years","..","23527.3.9.13","1,975"
,,,"75 to 79 years","..","23527.3.9.14","1,635"
,,,"80 to 84 years","..","23527.3.9.15","1,370"
,,,"85 years and over","..","23527.3.9.16","2,375"
,,"Not married and not living common law - Never married","Total - Age","..","23527.3.10.1","15,135"
,,,"15 to 19 years","..","23527.3.10.2","3,470"
,,,"20 to 24 years","..","23527.3.10.3","3,590"
,,,"25 to 29 years","..","23527.3.10.4","2,245"
,,,"30 to 34 years","..","23527.3.10.5","1,300"
,,,"35 to 39 years","..","23527.3.10.6","960"
,,,"40 to 44 years","..","23527.3.10.7","705"
,,,"45 to 49 years","..","23527.3.10.8","535"
,,,"50 to 54 years","..","23527.3.10.9","520"
,,,"55 to 59 years","..","23527.3.10.10","525"
,,,"60 to 64 years","..","23527.3.10.11","385"
,,,"65 to 69 years","..","23527.3.10.12","315"
,,,"70 to 74 years","..","23527.3.10.13","260"
,,,"75 to 79 years","..","23527.3.10.14","110"
,,,"80 to 84 years","..","23527.3.10.15","95"
,,,"85 years and over","..","23527.3.10.16","115"
,,"Not married and not living common law - Separated","Total - Age","..","23527.3.11.1","2,275"
,,,"15 to 19 years","..","23527.3.11.2","0"
,,,"20 to 24 years","..","23527.3.11.3","5"
,,,"25 to 29 years","..","23527.3.11.4","45"
,,,"30 to 34 years","..","23527.3.11.5","95"
,,,"35 to 39 years","..","23527.3.11.6","210"
,,,"40 to 44 years","..","23527.3.11.7","255"
,,,"45 to 49 years","..","23527.3.11.8","315"
,,,"50 to 54 years","..","23527.3.11.9","300"
,,,"55 to 59 years","..","23527.3.11.10","330"
,,,"60 to 64 years","..","23527.3.11.11","300"
,,,"65 to 69 years","..","23527.3.11.12","180"
,,,"70 to 74 years","..","23527.3.11.13","125"
,,,"75 to 79 years","..","23527.3.11.14","60"
,,,"80 to 84 years","..","23527.3.11.15","25"
,,,"85 years and over","..","23527.3.11.16","15"
,,"Not married and not living common law - Divorced","Total - Age","..","23527.3.12.1","4,960"
,,,"15 to 19 years","..","23527.3.12.2","0"
,,,"20 to 24 years","..","23527.3.12.3","0"
,,,"25 to 29 years","..","23527.3.12.4","15"
,,,"30 to 34 years","..","23527.3.12.5","70"
,,,"35 to 39 years","..","23527.3.12.6","140"
,,,"40 to 44 years","..","23527.3.12.7","235"
,,,"45 to 49 years","..","23527.3.12.8","370"
,,,"50 to 54 years","..","23527.3.12.9","500"
,,,"55 to 59 years","..","23527.3.12.10","715"
,,,"60 to 64 years","..","23527.3.12.11","875"
,,,"65 to 69 years","..","23527.3.12.12","760"
,,,"70 to 74 years","..","23527.3.12.13","655"
,,,"75 to 79 years","..","23527.3.12.14","335"
,,,"80 to 84 years","..","23527.3.12.15","170"
,,,"85 years and over","..","23527.3.12.16","130"
,,"Not married and not living common law - Widowed","Total - Age","..","23527.3.13.1","6,835"
,,,"15 to 19 years","..","23527.3.13.2","0"
,,,"20 to 24 years","..","23527.3.13.3","5"
,,,"25 to 29 years","..","23527.3.13.4","5"
,,,"30 to 34 years","..","23527.3.13.5","5"
,,,"35 to 39 years","..","23527.3.13.6","20"
,,,"40 to 44 years","..","23527.3.13.7","35"
,,,"45 to 49 years","..","23527.3.13.8","55"
,,,"50 to 54 years","..","23527.3.13.9","95"
,,,"55 to 59 years","..","23527.3.13.10","235"
,,,"60 to 64 years","..","23527.3.13.11","450"
,,,"65 to 69 years","..","23527.3.13.12","675"
,,,"70 to 74 years","..","23527.3.13.13","935"
,,,"75 to 79 years","..","23527.3.13.14","1,130"
,,,"80 to 84 years","..","23527.3.13.15","1,080"
,,,"85 years and over","..","23527.3.13.16","2,115"
"Kawartha Lakes i23761","Total - Gender","Total - Marital status","Total - Age","..","23761.1.1.1","68,710"
,,,"15 to 19 years","..","23761.1.1.2","3,420"
,,,"20 to 24 years","..","23761.1.1.3","3,655"
,,,"25 to 29 years","..","23761.1.1.4","4,060"
,,,"30 to 34 years","..","23761.1.1.5","4,275"
,,,"35 to 39 years","..","23761.1.1.6","4,215"
,,,"40 to 44 years","..","23761.1.1.7","3,900"
,,,"45 to 49 years","..","23761.1.1.8","3,960"
,,,"50 to 54 years","..","23761.1.1.9","4,810"
,,,"55 to 59 years","..","23761.1.1.10","6,765"
,,,"60 to 64 years","..","23761.1.1.11","7,295"
,,,"65 to 69 years","..","23761.1.1.12","7,000"
,,,"70 to 74 years","..","23761.1.1.13","5,950"
,,,"75 to 79 years","..","23761.1.1.14","4,210"
,,,"80 to 84 years","..","23761.1.1.15","2,600"
,,,"85 years and over","..","23761.1.1.16","2,600"
,,"Married or living common-law","Total - Age","..","23761.1.2.1","42,405"
,,,"15 to 19 years","..","23761.1.2.2","15"
,,,"20 to 24 years","..","23761.1.2.3","460"
,,,"25 to 29 years","..","23761.1.2.4","1,775"
,,,"30 to 34 years","..","23761.1.2.5","2,770"
,,,"35 to 39 years","..","23761.1.2.6","2,940"
,,,"40 to 44 years","..","23761.1.2.7","2,825"
,,,"45 to 49 years","..","23761.1.2.8","2,850"
,,,"50 to 54 years","..","23761.1.2.9","3,505"
,,,"55 to 59 years","..","23761.1.2.10","4,945"
,,,"60 to 64 years","..","23761.1.2.11","5,395"
,,,"65 to 69 years","..","23761.1.2.12","5,290"
,,,"70 to 74 years","..","23761.1.2.13","4,400"
,,,"75 to 79 years","..","23761.1.2.14","2,875"
,,,"80 to 84 years","..","23761.1.2.15","1,475"
,,,"85 years and over","..","23761.1.2.16","900"
,,"Married","Total - Age","..","23761.1.3.1","34,140"
,,,"15 to 19 years","..","23761.1.3.2","0"
,,,"20 to 24 years","..","23761.1.3.3","85"
,,,"25 to 29 years","..","23761.1.3.4","665"
,,,"30 to 34 years","..","23761.1.3.5","1,730"
,,,"35 to 39 years","..","23761.1.3.6","2,140"
,,,"40 to 44 years","..","23761.1.3.7","2,195"
,,,"45 to 49 years","..","23761.1.3.8","2,280"
,,,"50 to 54 years","..","23761.1.3.9","2,780"
,,,"55 to 59 years","..","23761.1.3.10","4,080"
,,,"60 to 64 years","..","23761.1.3.11","4,615"
,,,"65 to 69 years","..","23761.1.3.12","4,695"
,,,"70 to 74 years","..","23761.1.3.13","4,000"
,,,"75 to 79 years","..","23761.1.3.14","2,670"
,,,"80 to 84 years","..","23761.1.3.15","1,375"
,,,"85 years and over","..","23761.1.3.16","835"
,,"Living common-law","Total - Age","..","23761.1.4.1","8,265"
,,,"15 to 19 years","..","23761.1.4.2","15"
,,,"20 to 24 years","..","23761.1.4.3","365"
,,,"25 to 29 years","..","23761.1.4.4","1,110"
,,,"30 to 34 years","..","23761.1.4.5","1,040"
,,,"35 to 39 years","..","23761.1.4.6","800"
,,,"40 to 44 years","..","23761.1.4.7","630"
,,,"45 to 49 years","..","23761.1.4.8","570"
,,,"50 to 54 years","..","23761.1.4.9","725"
,,,"55 to 59 years","..","23761.1.4.10","860"
,,,"60 to 64 years","..","23761.1.4.11","775"
,,,"65 to 69 years","..","23761.1.4.12","600"
,,,"70 to 74 years","..","23761.1.4.13","405"
,,,"75 to 79 years","..","23761.1.4.14","200"
,,,"80 to 84 years","..","23761.1.4.15","100"
,,,"85 years and over","..","23761.1.4.16","70"
,,"Living common law - Never married","Total - Age","..","23761.1.5.1","5,070"
,,,"15 to 19 years","..","23761.1.5.2","15"
,,,"20 to 24 years","..","23761.1.5.3","365"
,,,"25 to 29 years","..","23761.1.5.4","1,090"
,,,"30 to 34 years","..","23761.1.5.5","970"
,,,"35 to 39 years","..","23761.1.5.6","675"
,,,"40 to 44 years","..","23761.1.5.7","450"
,,,"45 to 49 years","..","23761.1.5.8","320"
,,,"50 to 54 years","..","23761.1.5.9","345"
,,,"55 to 59 years","..","23761.1.5.10","335"
,,,"60 to 64 years","..","23761.1.5.11","245"
,,,"65 to 69 years","..","23761.1.5.12","145"
,,,"70 to 74 years","..","23761.1.5.13","65"
,,,"75 to 79 years","..","23761.1.5.14","30"
,,,"80 to 84 years","..","23761.1.5.15","15"
,,,"85 years and over","..","23761.1.5.16","5"
,,"Living common law - Separated","Total - Age","..","23761.1.6.1","570"
,,,"15 to 19 years","..","23761.1.6.2","0"
,,,"20 to 24 years","..","23761.1.6.3","0"
,,,"25 to 29 years","..","23761.1.6.4","5"
,,,"30 to 34 years","..","23761.1.6.5","25"
,,,"35 to 39 years","..","23761.1.6.6","40"
,,,"40 to 44 years","..","23761.1.6.7","50"
,,,"45 to 49 years","..","23761.1.6.8","75"
,,,"50 to 54 years","..","23761.1.6.9","105"
,,,"55 to 59 years","..","23761.1.6.10","90"
,,,"60 to 64 years","..","23761.1.6.11","75"
,,,"65 to 69 years","..","23761.1.6.12","60"
,,,"70 to 74 years","..","23761.1.6.13","20"
,,,"75 to 79 years","..","23761.1.6.14","15"
,,,"80 to 84 years","..","23761.1.6.15","5"
,,,"85 years and over","..","23761.1.6.16","5"
,,"Living common law - Divorced","Total - Age","..","23761.1.7.1","2,200"
,,,"15 to 19 years","..","23761.1.7.2","0"
,,,"20 to 24 years","..","23761.1.7.3","0"
,,,"25 to 29 years","..","23761.1.7.4","5"
,,,"30 to 34 years","..","23761.1.7.5","45"
,,,"35 to 39 years","..","23761.1.7.6","85"
,,,"40 to 44 years","..","23761.1.7.7","120"
,,,"45 to 49 years","..","23761.1.7.8","170"
,,,"50 to 54 years","..","23761.1.7.9","260"
,,,"55 to 59 years","..","23761.1.7.10","395"
,,,"60 to 64 years","..","23761.1.7.11","385"
,,,"65 to 69 years","..","23761.1.7.12","325"
,,,"70 to 74 years","..","23761.1.7.13","235"
,,,"75 to 79 years","..","23761.1.7.14","95"
,,,"80 to 84 years","..","23761.1.7.15","45"
,,,"85 years and over","..","23761.1.7.16","25"
,,"Living common law - Widowed","Total - Age","..","23761.1.8.1","420"
,,,"15 to 19 years","..","23761.1.8.2","0"
,,,"20 to 24 years","..","23761.1.8.3","0"
,,,"25 to 29 years","..","23761.1.8.4","0"
,,,"30 to 34 years","..","23761.1.8.5","0"
,,,"35 to 39 years","..","23761.1.8.6","5"
,,,"40 to 44 years","..","23761.1.8.7","5"
,,,"45 to 49 years","..","23761.1.8.8","5"
,,,"50 to 54 years","..","23761.1.8.9","20"
,,,"55 to 59 years","..","23761.1.8.10","40"
,,,"60 to 64 years","..","23761.1.8.11","70"
,,,"65 to 69 years","..","23761.1.8.12","70"
,,,"70 to 74 years","..","23761.1.8.13","80"
,,,"75 to 79 years","..","23761.1.8.14","60"
,,,"80 to 84 years","..","23761.1.8.15","35"
,,,"85 years and over","..","23761.1.8.16","35"
,,"Not married and not living common-law","Total - Age","..","23761.1.9.1","26,305"
,,,"15 to 19 years","..","23761.1.9.2","3,405"
,,,"20 to 24 years","..","23761.1.9.3","3,195"
,,,"25 to 29 years","..","23761.1.9.4","2,290"
,,,"30 to 34 years","..","23761.1.9.5","1,505"
,,,"35 to 39 years","..","23761.1.9.6","1,270"
,,,"40 to 44 years","..","23761.1.9.7","1,080"
,,,"45 to 49 years","..","23761.1.9.8","1,110"
,,,"50 to 54 years","..","23761.1.9.9","1,305"
,,,"55 to 59 years","..","23761.1.9.10","1,825"
,,,"60 to 64 years","..","23761.1.9.11","1,900"
,,,"65 to 69 years","..","23761.1.9.12","1,700"
,,,"70 to 74 years","..","23761.1.9.13","1,550"
,,,"75 to 79 years","..","23761.1.9.14","1,335"
,,,"80 to 84 years","..","23761.1.9.15","1,120"
,,,"85 years and over","..","23761.1.9.16","1,695"
,,"Not married and not living common law - Never married","Total - Age","..","23761.1.10.1","14,875"
,,,"15 to 19 years","..","23761.1.10.2","3,405"
,,,"20 to 24 years","..","23761.1.10.3","3,190"
,,,"25 to 29 years","..","23761.1.10.4","2,235"
,,,"30 to 34 years","..","23761.1.10.5","1,370"
,,,"35 to 39 years","..","23761.1.10.6","990"
,,,"40 to 44 years","..","23761.1.10.7","675"
,,,"45 to 49 years","..","23761.1.10.8","530"
,,,"50 to 54 years","..","23761.1.10.9","575"
,,,"55 to 59 years","..","23761.1.10.10","645"
,,,"60 to 64 years","..","23761.1.10.11","515"
,,,"65 to 69 years","..","23761.1.10.12","345"
,,,"70 to 74 years","..","23761.1.10.13","205"
,,,"75 to 79 years","..","23761.1.10.14","85"
,,,"80 to 84 years","..","23761.1.10.15","55"
,,,"85 years and over","..","23761.1.10.16","55"
,,"Not married and not living common law - Separated","Total - Age","..","23761.1.11.1","2,100"
,,,"15 to 19 years","..","23761.1.11.2","0"
,,,"20 to 24 years","..","23761.1.11.3","0"
,,,"25 to 29 years","..","23761.1.11.4","35"
,,,"30 to 34 years","..","23761.1.11.5","85"
,,,"35 to 39 years","..","23761.1.11.6","150"
,,,"40 to 44 years","..","23761.1.11.7","185"
,,,"45 to 49 years","..","23761.1.11.8","235"
,,,"50 to 54 years","..","23761.1.11.9","265"
,,,"55 to 59 years","..","23761.1.11.10","305"
,,,"60 to 64 years","..","23761.1.11.11","325"
,,,"65 to 69 years","..","23761.1.11.12","205"
,,,"70 to 74 years","..","23761.1.11.13","165"
,,,"75 to 79 years","..","23761.1.11.14","65"
,,,"80 to 84 years","..","23761.1.11.15","45"
,,,"85 years and over","..","23761.1.11.16","25"
,,"Not married and not living common law - Divorced","Total - Age","..","23761.1.12.1","4,205"
,,,"15 to 19 years","..","23761.1.12.2","0"
,,,"20 to 24 years","..","23761.1.12.3","5"
,,,"25 to 29 years","..","23761.1.12.4","15"
,,,"30 to 34 years","..","23761.1.12.5","45"
,,,"35 to 39 years","..","23761.1.12.6","125"
